	Description	MMETSP_ID	S1	S2	S3	S4	S5	+N	-N	+P	-P	Control	Up_-N_v_+N	Dn_-N_v_+N	Up_-P_v_+P	Dn_-P_v_+P
Skcos14490	CAMNT_0000297387	MMETSP0013_2-20120614|22063 	8.87228992402	23.7164555996	13.7278924183	4.75591457426	8.11301363084	6.06853708689	4.82690089793	4.5690744614	42.4872476859	5.74098652069	0	0	1	0
Skcos14489	CAMNT_0000297323	MMETSP0013_2-20120614|22031 	2.4348765581	67.9216834923	4.64802656682	6.077001956	2.43390408925	8.25321043818	2.89614053876	3.49399811754	15.7178257335	5.48003258793	0	0	1	0
Skcos14488	CAMNT_0000297257	MMETSP0013_2-20120614|21998 	7.73823782847	184.679618752	5.8370566188	18.4952233444	3.8942465428	13.3507815912	6.11407447071	2.95645994561	24.3135116815	3.91430899138	0	0	1	0
Skcos14480	CAMNT_0000296577	MMETSP0013_2-20120614|21658 	2.83513023888	6.25889893338	2.70234102722	1.32108738174	0.48678081785	2.18467335128	0.965380179586	0.806307257894	7.61332183967	1.82667752931	0	0	1	0
Skcos1448	CAMNT_0000278647	MMETSP0013_2-20120614|12693 	1.70107814333	61.129515143	2.37806010396	5.54856700331	1.13582190832	28.4007535667	1.28717357278	2.15015268772	14.244279571	1.04381573103	0	1	1	0
Skcos14475	CAMNT_0000296417	MMETSP0013_2-20120614|21578 	10.3065322802	55.7406873618	7.13418031187	10.0402641012	2.75842463448	7.0395030208	1.28717357278	1.34384542982	14.9810526523	0.782861798275	0	0	1	0
Skcos14452	CAMNT_0000296053	MMETSP0013_2-20120614|21396 	5.00317100979	31.3506282896	9.07986585147	4.49169709791	1.29808218093	7.0395030208	3.21793393195	2.68769085965	20.6296462752	2.34858539483	0	0	1	0
Skcos14451	CAMNT_0000295497	MMETSP0013_2-20120614|21118 	7.97171914226	38.3673311297	1.9456855396	7.66230681409	0.811301363084	11.1661082399	0.321793393195	0.806307257894	13.5075064897	1.82667752931	0	1	1	0
Skcos14448	CAMNT_0000295331	MMETSP0013_2-20120614|21035 	2.90183918568	38.4234647524	5.51277569553	5.54856700331	0.811301363084	12.1370741738	2.89614053876	2.15015268772	21.8576014107	4.95812472241	0	0	1	0
Skcos14438	CAMNT_0000294791	MMETSP0013_2-20120614|20765 	3.76905549404	0.982338397615	37.6165870989	26.9501825875	13.954383445	60.6853708689	13.193529121	7.25676532105	41.5048835776	4.95812472241	0	1	1	0
Skcos14437	CAMNT_0000294785	MMETSP0013_2-20120614|20762 	37.2235923128	49.0046526353	19.8892299604	8.71917671948	4.8678081785	21.1185090624	6.43586786391	6.18168897719	29.7165142774	4.69717078965	0	0	1	0
Skcos14430	CAMNT_0000294297	MMETSP0013_2-20120614|20518 	29.0517463302	128.854730956	49.9392621831	17.438353439	15.7392464438	23.7886653806	16.0896696598	16.9324524158	49.6093874714	17.4839134948	0	0	1	0
Skcos14428	CAMNT_0000294291	MMETSP0013_2-20120614|20515 	0.333544733986	2.86281475876	1.08093641089	3.96326214522	2.43390408925	4.85482966951	0.0	0.0	4.66622951464	0.521907865517	0	0	1	0
Skcos14423	CAMNT_0000294371	MMETSP0013_2-20120614|20555 	0.533671574377	1.54367462482	0.864749128711	4.49169709791	0.9735616357	7.28224450427	0.0	0.268769085965	3.19268335212	0.260953932758	0	1	0	0
Skcos14422	CAMNT_0000294689	MMETSP0013_2-20120614|20714 	154.131021575	40.8091437181	105.283206421	49.1444506007	26.6106847091	48.7910381786	25.4216780624	19.0826051035	73.4317170988	25.8344393431	0	0	1	0
Skcos14410	CAMNT_0000293883	MMETSP0013_2-20120614|20311 	2.2347497177	40.9494777749	0.864749128711	5.54856700331	0.0	1.94193186781	0.0	0.268769085965	4.66622951464	0.0	0	0	1	0
Skcos1441	CAMNT_0000279349	MMETSP0013_2-20120614|13044 	16.5104643323	22.1447141634	18.9163871906	7.39808933774	0.9735616357	11.1661082399	9.97559518906	5.64415080526	29.7165142774	9.65529551206	0	0	1	0
Skcos14384	CAMNT_0000292263	MMETSP0013_2-20120614|19501 	0.433608154181	37.8059949025	1.08093641089	3.43482719252	0.324520545233	3.15563928518	1.28717357278	0.0	4.66622951464	0.0	0	0	1	0
Skcos14382	CAMNT_0000292623	MMETSP0013_2-20120614|19681 	280.077513128	74.601584596	76.5302978909	72.924023472	8.59979444869	29.1289780171	14.4807026938	12.9009161263	41.5048835776	17.2229595621	0	0	1	0
Skcos14380	CAMNT_0000292607	MMETSP0013_2-20120614|19673 	10.8068493811	84.5091690063	7.13418031187	7.13387186139	3.40746572495	8.49595192165	2.25255375237	2.15015268772	14.4898705981	1.82667752931	0	0	1	0
Skcos1438	CAMNT_0000279025	MMETSP0013_2-20120614|12882 	26.2499705647	62.0557199179	6.16133754207	5.02013205061	2.43390408925	4.85482966951	0.643586786391	0.268769085965	9.33245902928	0.782861798275	0	0	1	0
Skcos14378	CAMNT_0000292587	MMETSP0013_2-20120614|19663 	2.46823103149	38.7321996774	0.648561846533	3.96326214522	0.9735616357	2.42741483476	0.643586786391	0.0	4.91182054172	0.521907865517	0	0	1	0
Skcos1437	CAMNT_0000279023	MMETSP0013_2-20120614|12881 	3.10196602607	62.6731897679	3.02662195049	7.13387186139	0.811301363084	1.94193186781	2.25255375237	1.34384542982	8.8412769751	1.04381573103	0	0	1	0
Skcos14353	CAMNT_0000291133	MMETSP0013_2-20120614|18936 	4.96981653639	21.1623757658	2.9185283094	4.75591457426	1.46034245355	5.82579560342	0.643586786391	0.268769085965	5.64859362298	0.0	0	0	1	0
Skcos14352	CAMNT_0000291131	MMETSP0013_2-20120614|18935 	1.86785051032	54.4776808506	0.540468205445	3.43482719252	0.48678081785	2.42741483476	1.60896696598	0.268769085965	5.89418465007	0.260953932758	0	0	1	0
Skcos14351	CAMNT_0000291519	MMETSP0013_2-20120614|19129 	2.20139524431	6.5957006697	4.10755836138	2.90639223983	0.811301363084	13.3507815912	1.60896696598	1.07507634386	7.36773081259	1.04381573103	0	1	1	0
Skcos1435	CAMNT_0000278409	MMETSP0013_2-20120614|12574 	14.5425504018	244.209325647	28.7529085296	38.0473165941	5.35458899635	16.9919038433	13.8371159074	9.1381489228	39.2945643338	10.9600651759	0	1	1	0
Skcos1434	CAMNT_0000278407	MMETSP0013_2-20120614|12573 	18.411669316	27.6738760014	5.51277569553	3.96326214522	0.811301363084	6.55402005384	2.25255375237	0.806307257894	7.61332183967	0.521907865517	0	0	1	0
Skcos1433	CAMNT_0000278665	MMETSP0013_2-20120614|12702 	10.9069128013	140.839259407	9.29605313365	12.946656341	3.24520545233	12.3798156573	4.18331411154	2.15015268772	17.6825539502	0.782861798275	0	0	1	0
Skcos14325	CAMNT_0000289833	MMETSP0013_2-20120614|18286 	23.5816126928	39.9110057545	64.7480910123	5.02013205061	18.9844518962	116.758653552	83.6662822308	61.8168897719	252.958757899	89.7681528689	0	0	1	0
Skcos1432	CAMNT_0000278653	MMETSP0013_2-20120614|12696 	17.8446432682	26.3828026788	10.8093641089	3.43482719252	0.324520545233	32.0418758188	9.97559518906	7.52553440701	28.488559142	10.9600651759	0	1	1	0
Skcos14312	CAMNT_0000289315	MMETSP0013_2-20120614|18027 	16.8106545929	2.86281475876	10.1608022624	17.1741359626	4.8678081785	17.7201282937	0.965380179586	0.537538171929	12.5251423814	1.04381573103	0	1	1	0
Skcos14307	CAMNT_0000289257	MMETSP0013_2-20120614|17998 	117.974772411	15.2683453801	12.8631432896	13.4750912937	3.08294517972	14.0790060416	0.965380179586	0.537538171929	8.35009492093	1.30476966379	0	1	1	0
Skcos14306	CAMNT_0000289677	MMETSP0013_2-20120614|18208 	2.3681676113	120.996023775	6.48561846533	15.0603961518	1.29808218093	8.9814348886	5.47048768432	5.10661263333	16.2090077877	6.00194045344	0	0	1	0
Skcos14304	CAMNT_0000289013	MMETSP0013_2-20120614|17876 	5.23665232358	22.9586516928	0.756655487622	2.11373981078	0.324520545233	4.12660521909	0.643586786391	0.806307257894	7.1221397855	1.56572359655	0	0	1	0
Skcos14302	CAMNT_0000288825	MMETSP0013_2-20120614|17782 	10.4399501738	56.4423576458	2.37806010396	6.86965438505	2.27164381663	6.06853708689	3.21793393195	1.34384542982	9.57805005636	1.56572359655	0	0	1	0
Skcos14300	CAMNT_0000288829	MMETSP0013_2-20120614|17784 	9.372607025	16.6155523254	2.9185283094	9.77604662487	0.9735616357	22.8176994467	1.93076035917	2.41892177368	6.87654875841	2.87049326034	0	1	0	0
Skcos1430	CAMNT_0000278633	MMETSP0013_2-20120614|12686 	297.321775875	263.070222881	16.7545143688	80.8505477625	1.46034245355	2.67015631823	1.93076035917	2.15015268772	10.8060051918	2.34858539483	0	1	1	0
Skcos14299	CAMNT_0000288673	MMETSP0013_2-20120614|17706 	12.8414722585	16.7839531935	10.1608022624	5.54856700331	2.9206849071	15.7781964259	2.25255375237	1.34384542982	11.297187246	3.1314471931	0	1	1	0
Skcos14296	CAMNT_0000288571	MMETSP0013_2-20120614|17655 	15.2763488165	63.0380583155	27.0234102722	7.66230681409	12.3317807189	24.2741483476	23.8127110965	23.6516795649	70.7302158008	21.659176419	0	0	1	0
Skcos14295	CAMNT_0000288565	MMETSP0013_2-20120614|17652 	21.2467995549	90.9926024305	61.1810008563	25.3648777294	55.1684926897	120.15703432	27.0306450284	39.7778247228	397.120690798	39.4040438465	0	1	1	0
Skcos14292	CAMNT_0000289077	MMETSP0013_2-20120614|17908 	9.10577123781	11.9283948282	7.35036759405	1.32108738174	1.46034245355	6.79676153732	3.21793393195	1.07507634386	6.63095773133	3.91430899138	0	0	1	0
Skcos1429	CAMNT_0000278631	MMETSP0013_2-20120614|12685 	13.6753340934	24.3900590722	0.9728427698	5.81278447965	1.46034245355	15.7781964259	0.321793393195	1.34384542982	11.297187246	1.04381573103	0	1	1	0
Skcos14288	CAMNT_0000287825	MMETSP0013_2-20120614|17282 	1.06734314875	14.6228087188	2.59424738613	2.11373981078	1.29808218093	13.1080401077	0.643586786391	1.07507634386	9.57805005636	1.56572359655	0	1	1	0
Skcos14282	CAMNT_0000288691	MMETSP0013_2-20120614|17715 	12.2077372639	12.6300651122	9.07986585147	1.05686990539	0.324520545233	0.485482966951	5.79228107752	4.83784354736	0.491182054172	2.08763146207	0	0	0	1
Skcos1428	CAMNT_0000278629	MMETSP0013_2-20120614|12684 	34.9554881217	65.5360045266	51.3444795172	0.792652429044	0.48678081785	10.195142306	0.0	0.268769085965	0.491182054172	0.0	0	1	1	1
Skcos14277	CAMNT_0000288627	MMETSP0013_2-20120614|17683 	5.06987995658	15.7174143618	10.0527086213	2.90639223983	1.78486299878	3.39838076866	2.89614053876	3.49399811754	13.2619154627	5.48003258793	0	0	1	0
Skcos14271	CAMNT_0000298123	MMETSP0013_2-20120614|22431 	6.53747678612	24.2216582041	4.53993292573	5.02013205061	1.62260272617	6.06853708689	3.21793393195	3.49399811754	16.945780869	1.30476966379	0	0	1	0
Skcos14268	CAMNT_0000297665	MMETSP0013_2-20120614|22202 	13.2083714658	19.5345007069	2.37806010396	1.84952233444	1.29808218093	4.36934670256	1.28717357278	0.806307257894	5.89418465007	1.30476966379	0	0	1	0
Skcos1426	CAMNT_0000278317	MMETSP0013_2-20120614|12528 	10.1397599132	58.9683706683	3.45899651484	10.3044815776	2.75842463448	12.6225571407	2.89614053876	3.76276720351	14.7354616252	1.56572359655	0	0	1	0
Skcos14253	CAMNT_0000297305	MMETSP0013_2-20120614|22022 	80.8178890447	4578.9599394	124.307687252	304.906967705	306.509654973	293.717195006	7.4012480435	15.3198379	11.0515962189	16.9620056293	0	1	0	0
Skcos14252	CAMNT_0000297303	MMETSP0013_2-20120614|22021 	30.5526976331	5.41689459256	1.18903005198	2.64217476348	0.649041090467	2.42741483476	0.0	0.0	3.68386540629	0.0	0	0	1	0
Skcos1425	CAMNT_0000278315	MMETSP0013_2-20120614|12527 	3.90247338763	15.0718777006	5.08040113118	6.077001956	0.48678081785	5.34031263647	1.93076035917	0.268769085965	9.33245902928	2.34858539483	0	1	1	0
Skcos14245	CAMNT_0000297971	MMETSP0013_2-20120614|22355 	159.501091792	224.618691318	230.779923725	82.4358526205	54.0326707814	143.702958218	71.7599266826	73.3739604684	350.703986679	74.1109169034	0	0	1	0
Skcos14243	CAMNT_0000297965	MMETSP0013_2-20120614|22352 	1.40088788274	53.804077378	3.24280923267	6.34121943235	2.43390408925	12.8652986242	4.82690089793	3.22522903158	13.9986885439	4.69717078965	0	0	1	0
Skcos14234	CAMNT_0000297661	MMETSP0013_2-20120614|22200 	8.93899887082	20.6852399726	5.8370566188	3.17060971617	0.649041090467	7.76772747122	0.321793393195	0.806307257894	15.9634167606	3.91430899138	0	1	1	0
Skcos14222	CAMNT_0000296415	MMETSP0013_2-20120614|21577 	9.20583465801	43.5035576087	6.16133754207	4.49169709791	1.78486299878	6.55402005384	1.93076035917	0.537538171929	15.7178257335	2.60953932758	0	0	1	0
Skcos14219	CAMNT_0000296727	MMETSP0013_2-20120614|21733 	1.06734314875	5.80982995161	7.89083579949	10.8329165303	8.43753417607	15.292713459	1.28717357278	1.34384542982	12.5251423814	2.34858539483	0	1	1	0
Skcos14217	CAMNT_0000296717	MMETSP0013_2-20120614|21728 	16.9440724865	43.3912903632	17.9435444208	9.51182914852	14.6034245355	48.5482966951	4.18331411154	5.64415080526	63.1168939612	8.61147978103	0	1	1	0
Skcos14210	CAMNT_0000296909	MMETSP0013_2-20120614|21824 	47.196579859	76.7346622594	53.1820714157	6.6054369087	6.8149314499	91.9990222373	57.9228107752	45.690744614	129.180880247	73.0671011724	0	0	1	0
Skcos14207	CAMNT_0000296543	MMETSP0013_2-20120614|21641 	2.4015220847	22.116647352	0.108093641089	1.05686990539	0.48678081785	3.64112225214	0.643586786391	0.0	3.68386540629	0.0	0	0	1	0
Skcos14192	CAMNT_0000296301	MMETSP0013_2-20120614|21520 	0.433608154181	12.1529293191	0.540468205445	4.22747962157	0.324520545233	0.970965933903	0.643586786391	0.0	3.19268335212	0.782861798275	0	0	1	0
Skcos14186	CAMNT_0000295667	MMETSP0013_2-20120614|21203 	1.90120498372	28.0387445491	1.18903005198	8.19074176679	0.324520545233	5.09757115299	1.28717357278	1.34384542982	8.10450389385	0.782861798275	0	0	1	0
Skcos14179	CAMNT_0000295077	MMETSP0013_2-20120614|20908 	36.7232752118	441.182207775	37.1842125346	19.8163107261	26.7729449818	166.035174697	61.1407447071	69.0736550929	215.383330755	77.2423640965	0	1	1	0
Skcos14178	CAMNT_0000294911	MMETSP0013_2-20120614|20825 	0.767152888167	18.4679618752	2.48615374504	2.90639223983	2.10938354402	5.34031263647	0.321793393195	1.07507634386	13.2619154627	1.04381573103	0	0	1	0
Skcos14171	CAMNT_0000294677	MMETSP0013_2-20120614|20708 	54.4345005865	72.3843064986	58.6948471113	13.7393087701	7.46397254037	32.7701002692	17.6986366258	11.8258397824	107.323278837	23.2249000155	0	0	1	0
Skcos14162	CAMNT_0000294551	MMETSP0013_2-20120614|20645 	2.4015220847	58.0702327047	8.64749128711	11.6255689593	6.00363008682	20.8757675789	6.43586786391	2.68769085965	22.1031924378	3.39240112586	0	0	1	0
Skcos1416	CAMNT_0000277527	MMETSP0013_2-20120614|12133 	1263.43409786	31.3225614782	943.549393065	2143.59638561	2239.67854293	1649.18563873	1191.27914161	694.230549047	2149.41266906	793.560909518	0	0	1	0
Skcos14159	CAMNT_0000294143	MMETSP0013_2-20120614|20441 	49.8982922043	100.619518727	128.955713819	66.3185865633	114.393492195	67.9676153732	12.8717357278	37.6276720351	109.288007053	34.9678269896	0	1	1	0
Skcos14158	CAMNT_0000294141	MMETSP0013_2-20120614|20440 	4.769689696	3.22768330645	9.40414677473	19.2878757734	22.7164381663	21.1185090624	2.25255375237	2.15015268772	37.8210181713	4.95812472241	0	1	1	0
Skcos14155	CAMNT_0000293581	MMETSP0013_2-20120614|20160 	81.2181427255	70.1108947784	17.078795292	23.515355395	3.8942465428	43.4507255422	10.2973885823	5.91291989122	29.4709232503	8.08957191551	0	1	1	0
Skcos14153	CAMNT_0000293881	MMETSP0013_2-20120614|20310 	5.03652548318	39.714538075	2.37806010396	6.077001956	0.0	3.39838076866	0.643586786391	2.95645994561	11.0515962189	1.30476966379	0	0	1	0
Skcos14149	CAMNT_0000292779	MMETSP0013_2-20120614|19759 	0.266835787189	27.6177423787	0.540468205445	2.90639223983	0.811301363084	0.970965933903	0.0	0.268769085965	6.13977567716	0.521907865517	0	0	1	0
Skcos14144	CAMNT_0000293529	MMETSP0013_2-20120614|20134 	18.6117961564	1.43140737938	47.3450147969	18.7594408207	3.73198627018	24.516889831	25.0998846692	21.7702959631	91.6054531032	16.7010516965	0	0	1	0
Skcos1413	CAMNT_0000277837	MMETSP0013_2-20120614|12288 	1.73443261673	80.8043499067	3.56709015593	8.19074176679	1.9471232714	17.4773868103	5.79228107752	3.49399811754	12.5251423814	3.39240112586	0	0	1	0
Skcos14120	CAMNT_0000260703	MMETSP0013_2-20120614|3721 	91.8915742131	7.54997225596	162.356648916	67.6396739451	15.0902053534	133.022332945	94.6072575995	82.7808784771	326.144883971	113.254006817	0	0	1	0
Skcos1412	CAMNT_0000277835	MMETSP0013_2-20120614|12287 	1.96791393052	20.7694404067	1.29712369307	2.90639223983	0.48678081785	7.76772747122	0.321793393195	0.806307257894	7.61332183967	1.04381573103	0	1	1	0
Skcos14118	CAMNT_0000260695	MMETSP0013_2-20120614|3717 	7.67152888167	66.1815411879	14.9169224703	16.1172660572	4.05650681542	11.8943326903	6.11407447071	4.5690744614	22.1031924378	5.48003258793	0	0	1	0
Skcos14116	CAMNT_0000260571	MMETSP0013_2-20120614|3655 	2.53493997829	9.48658223983	0.216187282178	0.0	0.162260272617	5.82579560342	1.28717357278	0.537538171929	6.13977567716	0.782861798275	0	0	1	0
Skcos14114	CAMNT_0000260565	MMETSP0013_2-20120614|3652 	5.97045073834	18.8889640456	1.18903005198	1.58530485809	0.162260272617	3.39838076866	0.321793393195	0.0	4.91182054172	0.260953932758	0	0	1	0
Skcos14113	CAMNT_0000260435	MMETSP0013_2-20120614|3587 	6.70424915311	36.290387089	6.16133754207	8.19074176679	3.08294517972	11.6515912068	1.93076035917	3.22522903158	27.9973770878	1.04381573103	0	1	1	0
Skcos14110	CAMNT_0000260629	MMETSP0013_2-20120614|3684 	3.60228312705	14.3702074165	9.94461498018	6.86965438505	3.24520545233	37.3821884553	15.1242894802	13.4384542982	76.6244004509	18.5277292258	0	0	1	0
Skcos1411	CAMNT_0000277831	MMETSP0013_2-20120614|12285 	254.027669404	33.4275723303	64.0995291657	134.486695461	19.6334929866	15.5354549424	6.11407447071	5.10661263333	27.7517860607	6.52384831896	0	1	1	0
Skcos14109	CAMNT_0000260487	MMETSP0013_2-20120614|3613 	2.20139524431	38.9286673569	6.37752482425	3.96326214522	4.8678081785	8.49595192165	2.57434714556	2.41892177368	16.945780869	6.52384831896	0	0	1	0
Skcos14108	CAMNT_0000260485	MMETSP0013_2-20120614|3612 	201.594437221	10.2443861466	580.787133571	261.575301584	44.1347941518	229.876184852	293.475574594	244.579868228	1144.94536828	322.800014822	0	0	1	0
Skcos14104	CAMNT_0000260227	MMETSP0013_2-20120614|3483 	42.0599909556	8.47617703085	27.5638784777	3.96326214522	8.43753417607	39.0813788396	13.5153225142	17.2012215017	20.8752373023	16.7010516965	0	1	0	0
Skcos14094	CAMNT_0000259305	MMETSP0013_2-20120614|3022 	2.63500339849	81.8147551157	3.78327743811	9.51182914852	3.08294517972	32.5273587857	3.21793393195	5.64415080526	24.8046937357	3.91430899138	0	1	1	0
Skcos14080	CAMNT_0000259207	MMETSP0013_2-20120614|2973 	11.4739388491	36.599122014	14.9169224703	6.86965438505	3.08294517972	14.5644890085	6.75766125711	4.5690744614	28.2429681149	4.95812472241	0	0	1	0
Skcos14078	CAMNT_0000258907	MMETSP0013_2-20120614|2823 	2.90183918568	21.5553111248	3.13471559158	1.84952233444	2.59616436187	22.8176994467	1.93076035917	3.49399811754	16.2090077877	4.17526292413	0	1	1	0
Skcos14074	CAMNT_0000259899	MMETSP0013_2-20120614|3319 	3.46886523345	189.900045665	4.53993292573	16.1172660572	2.75842463448	10.9233667564	6.11407447071	6.71922714912	20.3840552482	3.39240112586	0	0	1	0
Skcos14071	CAMNT_0000259867	MMETSP0013_2-20120614|3303 	25.3493997829	60.0349095	25.4020056559	13.7393087701	4.70554790589	25.9733387319	8.36662822308	15.8573760719	66.8007593675	15.3962820327	0	0	1	0
Skcos14068	CAMNT_0000258401	MMETSP0013_2-20120614|2570 	29.2852276439	125.121845045	27.3476911955	30.9134447327	17.6863697152	33.2555832362	14.1589093006	17.2012215017	92.0966351573	9.91624944482	0	0	1	0
Skcos1406	CAMNT_0000277783	MMETSP0013_2-20120614|12261 	3.83576444084	26.1021345652	22.8077582698	5.54856700331	7.46397254037	28.4007535667	4.82690089793	5.91291989122	83.7465402364	10.6991112431	0	1	1	0
Skcos14059	CAMNT_0000258597	MMETSP0013_2-20120614|2668 	10.2398233334	32.5575011781	1.51331097524	2.64217476348	1.62260272617	1.94193186781	0.643586786391	0.268769085965	5.64859362298	0.260953932758	0	0	1	0
Skcos14057	CAMNT_0000258469	MMETSP0013_2-20120614|2604 	5.43677916397	22.116647352	5.8370566188	3.17060971617	2.75842463448	31.5563928518	10.9409753686	9.1381489228	55.0123900673	11.2210191086	0	0	1	0
Skcos14055	CAMNT_0000258463	MMETSP0013_2-20120614|2601 	41.9932820088	34.8028460869	7.02608667078	12.154003912	3.08294517972	13.8362645581	2.57434714556	2.95645994561	21.3664193565	0.782861798275	0	1	1	0
Skcos14054	CAMNT_0000258189	MMETSP0013_2-20120614|2464 	6.33734994573	28.6000807763	5.08040113118	3.17060971617	0.324520545233	4.12660521909	2.25255375237	1.07507634386	7.36773081259	1.30476966379	0	0	1	0
Skcos14050	CAMNT_0000257939	MMETSP0013_2-20120614|2339 	3.90247338763	61.4943836907	2.81043466831	7.66230681409	1.62260272617	10.4378837895	0.965380179586	0.806307257894	11.0515962189	1.04381573103	0	1	1	0
Skcos1405	CAMNT_0000277781	MMETSP0013_2-20120614|12260 	5.70361495116	93.3782813962	11.0255513911	27.2144000638	10.7091779927	69.1813227906	4.82690089793	2.95645994561	32.1724245483	4.43621685689	0	1	1	0
